id,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!White alone,Margin of Error!!Total!!White alone,Estimate!!Total!!Black or African American alone,Margin of Error!!Total!!Black or African American alone,Estimate!!Total!!American Indian and Alaska Native alone,Margin of Error!!Total!!American Indian and Alaska Native alone,Estimate!!Total!!Asian alone,Margin of Error!!Total!!Asian alone,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Some other race alone,Margin of Error!!Total!!Some other race alone,Estimate!!Total!!Two or more races,Margin of Error!!Total!!Two or more races,Estimate!!Total!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
1500000US250250107022,"Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts",774,132,662,122,10,13,0,12,55,36,0,12,18,24,29,33,0,12,29,33
1500000US250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",1312,379,825,233,123,85,0,12,244,258,0,12,93,87,27,41,0,12,27,41
1500000US250250922003,"Block Group 3, Census Tract 922, Suffolk County, Massachusetts",862,210,250,145,456,202,0,12,107,139,0,12,0,12,49,49,0,12,49,49
1500000US250250923003,"Block Group 3, Census Tract 923, Suffolk County, Massachusetts",1407,277,138,99,1269,273,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",1263,217,998,204,156,141,0,12,34,40,0,12,2,4,73,59,0,12,73,59
1500000US250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",1221,232,1047,212,2,5,0,12,141,139,0,12,23,27,8,13,0,12,8,13
1500000US250251703007,"Block Group 7, Census Tract 1703, Suffolk County, Massachusetts",605,316,605,316,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",850,214,758,250,0,12,0,12,92,86,0,12,0,12,0,12,0,12,0,12
1500000US250250906002,"Block Group 2, Census Tract 906, Suffolk County, Massachusetts",1426,283,85,51,1029,291,0,12,47,54,0,12,236,126,29,36,29,36,0,12
1500000US250250004014,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",2262,403,1342,328,59,95,0,12,764,309,0,12,75,97,22,37,0,12,22,37
1500000US250251011024,"Block Group 4, Census Tract 1011.02, Suffolk County, Massachusetts",1329,432,87,80,1080,402,0,12,37,60,0,12,115,167,10,16,10,16,0,12
1500000US250251705011,"Block Group 1, Census Tract 1705.01, Suffolk County, Massachusetts",2334,289,1819,308,82,74,0,12,165,118,0,12,176,145,92,110,0,12,92,110
1500000US250250003022,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",1650,424,1084,289,201,310,0,12,291,151,0,12,73,70,1,2,0,12,1,2
1500000US250250102032,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",2214,580,1282,453,53,48,0,12,517,203,0,12,86,74,276,404,0,12,276,404
