STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census
"25","017","321300","4",1500000US250173213004,"250173213004","4",BG,"3671061","9088",,,,,,,0,0,0,0
"25","017","321100","1",1500000US250173211001,"250173211001","1",BG,"8431117","25370",,,,,,,0,0,0,0
"25","017","316500","5",1500000US250173165005,"250173165005","5",BG,"3910457","9000",,,,,,,0,0,0,0
"25","017","312100","3",1500000US250173121003,"250173121003","3",BG,"339307","5099",,,,,,,0,0,0,0
"25","017","311700","4",1500000US250173117004,"250173117004","4",BG,"186947","0",,,,,,,0,0,0,0
"25","011","041000","1",1500000US250110410001,"250110410001","1",BG,"8449458","1081",,,,,,,0,0,0,0
"25","011","040600","1",1500000US250110406001,"250110406001","1",BG,"59027067","425597",,,,,,,0,0,0,0
"25","011","040300","2",1500000US250110403002,"250110403002","2",BG,"57034862","1359394",,,,,,,0,0,0,0
"25","011","040502","3",1500000US250110405023,"250110405023","3",BG,"9632824","573604",,,,,,,0,0,0,0
"25","023","561100","2",1500000US250235611002,"250235611002","2",BG,"2222612","2358221",,,,,,,0,0,0,0
"25","023","560100","2",1500000US250235601002,"250235601002","2",BG,"1808907","4960978",,,,,,,0,0,0,0
"25","023","542300","4",1500000US250235423004,"250235423004","4",BG,"3435108","135955",,,,,,,0,0,0,0
"25","023","504102","3",1500000US250235041023,"250235041023","3",BG,"10061875","0",,,,,,,0,0,0,0
"25","023","508200","2",1500000US250235082002,"250235082002","2",BG,"9909460","51917",,,,,,,0,0,0,0
"25","023","530600","4",1500000US250235306004,"250235306004","4",BG,"42187045","3159001",,,,,,,0,0,0,0
"25","017","386100","2",1500000US250173861002,"250173861002","2",BG,"14383968","105815",,,,,,,0,0,0,0
"25","011","040502","1",1500000US250110405021,"250110405021","1",BG,"17037190","493458",,,,,,,0,0,0,0
"25","017","351203","4",1500000US250173512034,"250173512034","4",BG,"86224","0",,,,,,,0,0,0,0
"25","017","351500","2",1500000US250173515002,"250173515002","2",BG,"373448","0",,,,,,,0,0,0,0
"25","017","335200","1",1500000US250173352001,"250173352001","1",BG,"712222","12851",,,,,,,0,0,0,0
"25","021","411200","4",1500000US250214112004,"250214112004","4",BG,"924673","32432",,,,,,,0,0,0,0
"25","021","404201","4",1500000US250214042014,"250214042014","4",BG,"515041","9739",,,,,,,0,0,0,0
"25","021","404301","1",1500000US250214043011,"250214043011","1",BG,"1382776","1958",,,,,,,0,0,0,0
"25","021","412200","2",1500000US250214122002,"250214122002","2",BG,"9508183","247203",,,,,,,0,0,0,0
"25","017","383700","3",1500000US250173837003,"250173837003","3",BG,"1827342","36150",,,,,,,0,0,0,0
"25","017","383102","2",1500000US250173831022,"250173831022","2",BG,"342612","0",,,,,,,0,0,0,0
"25","017","382200","4",1500000US250173822004,"250173822004","4",BG,"1833891","33300",,,,,,,0,0,0,0
"25","017","367200","3",1500000US250173672003,"250173672003","3",BG,"9335253","286923",,,,,,,0,0,0,0
"25","017","366201","1",1500000US250173662011,"250173662011","1",BG,"11444533","369958",,,,,,,0,0,0,0
"25","017","363102","2",1500000US250173631022,"250173631022","2",BG,"5840501","38841",,,,,,,0,0,0,0
"25","021","422600","1",1500000US250214226001,"250214226001","1",BG,"597094","5103",,,,,,,0,0,0,0
"25","021","420100","3",1500000US250214201003,"250214201003","3",BG,"371034","0",,,,,,,0,0,0,0
"25","021","443101","3",1500000US250214431013,"250214431013","3",BG,"6164590","137918",,,,,,,0,0,0,0
"25","017","373600","2",1500000US250173736002,"250173736002","2",BG,"812108","0",,,,,,,0,0,0,4
"25","017","374400","5",1500000US250173744005,"250173744005","5",BG,"774475","0",,,,,,,0,0,0,0
"25","017","330100","1",1500000US250173301001,"250173301001","1",BG,"2115598","933",,,,,,,0,0,0,0
"25","017","334200","1",1500000US250173342001,"250173342001","1",BG,"561989","0",,,,,,,0,0,0,0
"25","017","338400","1",1500000US250173384001,"250173384001","1",BG,"1549373","1236",,,,,,,0,0,0,0
"25","017","333300","3",1500000US250173333003,"250173333003","3",BG,"639058","436948",,,,,,,0,0,0,0
"25","017","387201","4",1500000US250173872014,"250173872014","4",BG,"1922650","6797",,,,,,,0,0,0,0
"25","021","417501","2",1500000US250214175012,"250214175012","2",BG,"264921","837779",,,,,,,0,0,0,0
"25","021","417601","4",1500000US250214176014,"250214176014","4",BG,"251104","0",,,,,,,0,0,0,0
"25","021","417902","1",1500000US250214179021,"250214179021","1",BG,"215446","0",,,,,,,0,0,0,0
"25","021","418102","1",1500000US250214181021,"250214181021","1",BG,"267932","0",,,,,,,0,0,0,0
"25","017","368200","1",1500000US250173682001,"250173682001","1",BG,"1614262","1337",,,,,,,0,0,0,0
"25","017","356300","1",1500000US250173563001,"250173563001","1",BG,"281734","19679",,,,,,,0,0,0,0
"25","017","356500","4",1500000US250173565004,"250173565004","4",BG,"178149","0",,,,,,,0,0,0,0
"25","025","051000","2",1500000US250250510002,"250250510002","2",BG,"576861","210155",1500000US250250510002,0.549053356282272,0.0370051635111876,"1162","638","43",0,0,0,164
"25","025","060400","4",1500000US250250604004,"250250604004","4",BG,"86647","0",1500000US250250604004,0.887337986041874,0.0249252243270189,"1003","890","25",0,0,0,90
"25","025","061101","2",1500000US250250611012,"250250611012","2",BG,"115604","0",1500000US250250611012,0.310893512851897,0.30171358629131,"1634","508","493",2,2,0,269
"25","025","080100","1",1500000US250250801001,"250250801001","1",BG,"936210","0",1500000US250250801001,0.232488822652757,0.465474416294088,"2013","468","937",35,11,20,2007
"25","025","081300","1",1500000US250250813001,"250250813001","1",BG,"135178","0",1500000US250250813001,0.233333333333333,0.297916666666667,"1920","448","572",0,0,0,431
"25","013","812201","3",1500000US250138122013,"250138122013","3",BG,"2729182","367723",,,,,,,0,0,0,0
"25","021","403100","4",1500000US250214031004,"250214031004","4",BG,"2808120","284411",,,,,,,0,0,0,0
"25","021","413200","4",1500000US250214132004,"250214132004","4",BG,"1207558","718",,,,,,,0,0,0,0
"25","013","801602","2",1500000US250138016022,"250138016022","2",BG,"661084","25744",,,,,,,0,0,0,0
"25","013","801902","1",1500000US250138019021,"250138019021","1",BG,"265928","0",,,,,,,0,0,0,0
"25","013","802100","2",1500000US250138021002,"250138021002","2",BG,"212122","0",,,,,,,0,0,0,0
"25","017","341700","5",1500000US250173417005,"250173417005","5",BG,"113692","0",,,,,,,0,0,0,0
"25","017","339300","1",1500000US250173393001,"250173393001","1",BG,"174286","5249",,,,,,,0,0,0,0
"25","017","339700","3",1500000US250173397003,"250173397003","3",BG,"121674","0",,,,,,,0,0,0,0
"25","017","339900","2",1500000US250173399002,"250173399002","2",BG,"188557","0",,,,,,,0,0,0,0
"25","017","336100","2",1500000US250173361002,"250173361002","2",BG,"563167","94227",,,,,,,0,0,0,0
"25","017","336402","2",1500000US250173364022,"250173364022","2",BG,"289018","266",,,,,,,0,0,0,0
"25","023","511600","5",1500000US250235116005,"250235116005","5",BG,"369201","0",,,,,,,0,0,0,0
"25","009","269100","5",1500000US250092691005,"250092691005","5",BG,"7609391","389659",,,,,,,0,0,0,0
"25","009","210500","4",1500000US250092105004,"250092105004","4",BG,"920355","35527",,,,,,,0,0,0,0
"25","013","802400","1",1500000US250138024001,"250138024001","1",BG,"680810","145062",,,,,,,0,0,0,0
"25","013","802500","2",1500000US250138025002,"250138025002","2",BG,"906548","6268",,,,,,,0,0,0,0
"25","013","812500","3",1500000US250138125003,"250138125003","3",BG,"1877152","10701",,,,,,,0,0,0,0
"25","013","813801","2",1500000US250138138012,"250138138012","2",BG,"23493148","407401",,,,,,,0,0,0,0
"25","013","812101","1",1500000US250138121011,"250138121011","1",BG,"662698","0",,,,,,,0,0,0,0
"25","013","813303","1",1500000US250138133031,"250138133031","1",BG,"2145569","1150",,,,,,,0,0,0,0
"25","013","813000","1",1500000US250138130001,"250138130001","1",BG,"38725598","306193",,,,,,,0,0,0,0
"25","013","813102","2",1500000US250138131022,"250138131022","2",BG,"28527696","117030",,,,,,,0,0,0,0
"25","013","801501","1",1500000US250138015011,"250138015011","1",BG,"778027","18244",,,,,,,0,0,0,0
"25","017","353200","1",1500000US250173532001,"250173532001","1",BG,"209136","0",,,,,,,0,0,0,0
"25","017","354000","1",1500000US250173540001,"250173540001","1",BG,"120567","0",,,,,,,0,0,0,0
"25","017","354200","1",1500000US250173542001,"250173542001","1",BG,"369278","0",,,,,,,0,0,0,0
"25","017","342102","3",1500000US250173421023,"250173421023","3",BG,"120594","0",,,,,,,0,0,0,0
"25","017","342600","1",1500000US250173426001,"250173426001","1",BG,"103205","0",,,,,,,0,0,0,0
"25","017","373200","4",1500000US250173732004,"250173732004","4",BG,"379098","5025",,,,,,,0,0,0,0
"25","023","544100","2",1500000US250235441002,"250235441002","2",BG,"8017219","483721",,,,,,,0,0,0,0
"25","023","503101","1",1500000US250235031011,"250235031011","1",BG,"7204173","15472",,,,,,,0,0,0,0
"25","023","501101","2",1500000US250235011012,"250235011012","2",BG,"3972912","3464592",,,,,,,0,0,0,0
"25","023","501201","1",1500000US250235012011,"250235012011","1",BG,"3333455","24581",,,,,,,0,0,0,0
"25","025","090100","4",1500000US250250901004,"250250901004","4",BG,"105076","0",1500000US250250901004,0.0201931518876207,0.676909569798068,"1139","23","771",0,0,0,150
"25","025","090300","3",1500000US250250903003,"250250903003","3",BG,"83053","0",1500000US250250903003,0.00209643605870021,0.947589098532495,"954","2","904",0,0,0,195
"25","025","091100","1",1500000US250250911001,"250250911001","1",BG,"110054","0",1500000US250250911001,0.629173989455185,0.0749853544229643,"1707","1074","128",0,0,0,72
"25","025","091900","1",1500000US250250919001,"250250919001","1",BG,"141178","0",1500000US250250919001,0.165523996082272,0.657198824681685,"1021","169","671",4,4,0,222
"25","025","092300","3",1500000US250250923003,"250250923003","3",BG,"96991","0",1500000US250250923003,0.0980810234541578,0.901918976545842,"1407","138","1269",5,5,0,222
"25","025","100300","1",1500000US250251003001,"250251003001","1",BG,"175595","0",1500000US250251003001,0.00930232558139535,0.86046511627907,"1505","14","1295",8,6,1,192
"25","025","000201","3",1500000US250250002013,"250250002013","3",BG,"175302","0",1500000US250250002013,0.887519260400616,0.0408320493066256,"1298","1152","53",0,0,0,99
"25","025","010203","3",1500000US250250102033,"250250102033","3",BG,"67711","0",1500000US250250102033,0.573333333333333,0.04,"1650","946","66",2,0,2,187
"25","025","010600","1",1500000US250250106001,"250250106001","1",BG,"250326","0",1500000US250250106001,0.661951219512195,0.0863414634146341,"2050","1357","177",8,3,4,953
"25","025","040100","1",1500000US250250401001,"250250401001","1",BG,"137890","64873",1500000US250250401001,0.975938402309913,0,"1039","1014","0",0,0,0,73
"25","025","100800","3",1500000US250251008003,"250251008003","3",BG,"136800","0",1500000US250251008003,0.52626892252894,0.355298308103295,"1123","591","399",0,0,0,27
"25","025","101002","2",1500000US250251010022,"250251010022","2",BG,"545136","0",1500000US250251010022,0.101162290142058,0.847610848041326,"2323","235","1969",10,7,3,238
"25","017","358400","1",1500000US250173584001,"250173584001","1",BG,"939683","0",,,,,,,0,0,0,0
"25","017","358700","2",1500000US250173587002,"250173587002","2",BG,"2401682","4744",,,,,,,0,0,0,0
"25","021","421100","2",1500000US250214211002,"250214211002","2",BG,"469200","126173",,,,,,,0,0,0,0
"25","021","407100","3",1500000US250214071003,"250214071003","3",BG,"6552683","215043",,,,,,,0,0,0,0
"25","021","403100","5",1500000US250214031005,"250214031005","5",BG,"1305688","48027",,,,,,,0,0,0,0
"25","009","251700","3",1500000US250092517003,"250092517003","3",BG,"429416","27844",,,,,,,0,0,0,0
"25","003","935200","5",1500000US250039352005,"250039352005","5",BG,"5434401","140094",,,,,,,0,0,0,0
"25","021","419800","2",1500000US250214198002,"250214198002","2",BG,"1217553","20964",,,,,,,0,0,0,0
"25","009","221901","2",1500000US250092219012,"250092219012","2",BG,"1050515","476172",,,,,,,0,0,0,0
"25","009","267101","2",1500000US250092671012,"250092671012","2",BG,"1886736","670753",,,,,,,0,0,0,0
"25","009","261102","1",1500000US250092611021,"250092611021","1",BG,"1929949","222818",,,,,,,0,0,0,0
"25","009","202102","3",1500000US250092021023,"250092021023","3",BG,"519575","0",,,,,,,0,0,0,0
"25","009","269100","2",1500000US250092691002,"250092691002","2",BG,"12398075","4093722",,,,,,,0,0,0,0
"25","027","736400","1",1500000US250277364001,"250277364001","1",BG,"530948","0",,,,,,,0,0,0,0
"25","027","751101","3",1500000US250277511013,"250277511013","3",BG,"5124259","139558",,,,,,,0,0,0,0
"25","027","730901","2",1500000US250277309012,"250277309012","2",BG,"349726","0",,,,,,,0,0,0,0
"25","027","710800","1",1500000US250277108001,"250277108001","1",BG,"844647","0",,,,,,,0,0,0,0
"25","027","751102","1",1500000US250277511021,"250277511021","1",BG,"18793418","1220653",,,,,,,0,0,0,0
"25","027","754300","2",1500000US250277543002,"250277543002","2",BG,"601027","14438",,,,,,,0,0,0,0
"25","017","388200","2",1500000US250173882002,"250173882002","2",BG,"18616034","66358",,,,,,,0,0,0,0
"25","021","411301","1",1500000US250214113011,"250214113011","1",BG,"12272849","93490",,,,,,,0,0,0,0
"25","021","441203","1",1500000US250214412031,"250214412031","1",BG,"10218409","244097",,,,,,,0,0,0,0
"25","021","456302","4",1500000US250214563024,"250214563024","4",BG,"1165957","4976",,,,,,,0,0,0,0
"25","021","411301","3",1500000US250214113013,"250214113013","3",BG,"1379578","71455",,,,,,,0,0,0,0
"25","009","250300","1",1500000US250092503001,"250092503001","1",BG,"500277","21868",,,,,,,0,0,0,0
"25","009","254403","1",1500000US250092544031,"250092544031","1",BG,"4597639","57736",,,,,,,0,0,0,0
"25","017","327103","2",1500000US250173271032,"250173271032","2",BG,"1654428","116844",,,,,,,0,0,0,0
"25","017","339100","2",1500000US250173391002,"250173391002","2",BG,"411205","0",,,,,,,0,0,0,0
"25","015","820203","3",1500000US250158202033,"250158202033","3",BG,"8930107","384065",,,,,,,0,0,0,0
"25","017","353600","5",1500000US250173536005,"250173536005","5",BG,"327187","0",,,,,,,3,1,2,0
"25","017","356702","4",1500000US250173567024,"250173567024","4",BG,"390642","404985",,,,,,,0,0,0,0
"25","017","382601","2",1500000US250173826012,"250173826012","2",BG,"308597","0",,,,,,,0,0,0,0
"25","017","369100","4",1500000US250173691004,"250173691004","4",BG,"1051611","14535",,,,,,,0,0,0,0
"25","017","335400","3",1500000US250173354003,"250173354003","3",BG,"534878","0",,,,,,,0,0,0,0
"25","017","351204","1",1500000US250173512041,"250173512041","1",BG,"222281","0",,,,,,,0,0,0,0
"25","017","324101","2",1500000US250173241012,"250173241012","2",BG,"4244515","4003",,,,,,,0,0,0,0
"25","017","324102","3",1500000US250173241023,"250173241023","3",BG,"1170778","208118",,,,,,,0,0,0,0
"25","017","336200","5",1500000US250173362005,"250173362005","5",BG,"147427","0",,,,,,,0,0,0,0
"25","017","339500","2",1500000US250173395002,"250173395002","2",BG,"346685","0",,,,,,,0,0,0,0
"25","017","351203","1",1500000US250173512031,"250173512031","1",BG,"77448","0",,,,,,,0,0,0,0
"25","001","014402","1",1500000US250010144021,"250010144021","1",BG,"15740533","947213",,,,,,,0,0,0,0
"25","001","015002","2",1500000US250010150022,"250010150022","2",BG,"7801629","28341",,,,,,,0,0,0,0
"25","001","012001","2",1500000US250010120012,"250010120012","2",BG,"4435079","34033",,,,,,,0,0,0,0
"25","005","630200","2",1500000US250056302002,"250056302002","2",BG,"3136194","56531",,,,,,,0,0,0,0
"25","005","610204","3",1500000US250056102043,"250056102043","3",BG,"3594291","58042",,,,,,,0,0,0,0
"25","005","611102","2",1500000US250056111022,"250056111022","2",BG,"12756777","348035",,,,,,,0,0,0,0
"25","005","631100","3",1500000US250056311003,"250056311003","3",BG,"1593546","4962",,,,,,,0,0,0,0
"25","013","812901","1",1500000US250138129011,"250138129011","1",BG,"2128338","102477",,,,,,,0,0,0,0
"25","013","813101","1",1500000US250138131011,"250138131011","1",BG,"10473549","1754524",,,,,,,0,0,0,0
"25","013","813404","2",1500000US250138134042,"250138134042","2",BG,"4958403","30937",,,,,,,0,0,0,0
"25","023","506204","1",1500000US250235062041,"250235062041","1",BG,"2181131","2235382",,,,,,,0,0,0,0
"25","001","014800","2",1500000US250010148002,"250010148002","2",BG,"1467557","245383",,,,,,,0,0,0,0
"25","023","530600","1",1500000US250235306001,"250235306001","1",BG,"8948856","331531",,,,,,,0,0,0,0
"25","023","540103","2",1500000US250235401032,"250235401032","2",BG,"21234701","87181",,,,,,,0,0,0,0
"25","023","523201","3",1500000US250235232013,"250235232013","3",BG,"4035068","7311",,,,,,,0,0,0,0
"25","023","530901","3",1500000US250235309013,"250235309013","3",BG,"8312057","930699",,,,,,,0,0,0,0
"25","019","950500","2",1500000US250199505002,"250199505002","2",BG,"37855232","22414421",,,,,,,0,0,0,0
"25","025","080801","2",1500000US250250808012,"250250808012","2",BG,"168609","0",1500000US250250808012,0.285714285714286,0.335907335907336,"1813","518","609",5,5,0,178
"25","025","040801","2",1500000US250250408012,"250250408012","2",BG,"480122","413814",1500000US250250408012,0.1767578125,0.0283203125,"1024","181","29",1,1,0,112
"25","025","180301","2",1500000US250251803012,"250251803012","2",BG,"165500","105889",1500000US250251803012,0.975728155339806,0,"824","804","0",0,0,0,0
"25","025","000802","5",1500000US250250008025,"250250008025","5",BG,"131979","0",1500000US250250008025,0.550083939563514,0.0374930050363738,"1787","983","67",0,0,0,78
"25","025","101001","1",1500000US250251010011,"250251010011","1",BG,"259820","0",1500000US250251010011,0.0345528455284553,0.790650406504065,"492","17","389",1,1,0,84
"25","025","980300","1",1500000US250259803001,"250259803001","1",BG,"2076316","27540",1500000US250259803001,0.581578947368421,0.239473684210526,"380","221","91",0,0,0,225
"25","025","140105","2",1500000US250251401052,"250251401052","2",BG,"259390","0",1500000US250251401052,0.348181143281366,0.334075723830735,"1347","469","450",0,0,0,190
"25","025","050101","2",1500000US250250501012,"250250501012","2",BG,"114186","184517",1500000US250250501012,0.415384615384615,0.0915750915750916,"1365","567","125",0,0,0,124
"25","013","800800","2",1500000US250138008002,"250138008002","2",BG,"775145","167984",,,,,,,0,0,0,0
"25","013","810414","1",1500000US250138104141,"250138104141","1",BG,"11053836","235541",,,,,,,0,0,0,0
"25","023","525101","2",1500000US250235251012,"250235251012","2",BG,"11776267","1643070",,,,,,,0,0,0,0
"25","023","530902","2",1500000US250235309022,"250235309022","2",BG,"8055848","394552",,,,,,,0,0,0,0
"25","025","061101","1",1500000US250250611011,"250250611011","1",BG,"49678","0",1500000US250250611011,0.459459459459459,0.18018018018018,"666","306","120",0,0,0,75
"25","007","200300","4",1500000US250072003004,"250072003004","4",BG,"9746351","1056404",,,,,,,0,0,0,0
"25","005","650400","1",1500000US250056504001,"250056504001","1",BG,"317516","145530",,,,,,,0,0,0,0
"25","015","820300","4",1500000US250158203004,"250158203004","4",BG,"521846","409",,,,,,,0,0,0,0
"25","015","822300","1",1500000US250158223001,"250158223001","1",BG,"6935442","337269",,,,,,,0,0,0,0
"25","015","822402","4",1500000US250158224024,"250158224024","4",BG,"1504624","64239",,,,,,,0,0,0,0
"25","015","821500","1",1500000US250158215001,"250158215001","1",BG,"6029009","1026950",,,,,,,0,0,0,0
"25","015","822200","1",1500000US250158222001,"250158222001","1",BG,"11420975","2398511",,,,,,,0,0,0,0
"25","015","820102","2",1500000US250158201022,"250158201022","2",BG,"1404816","0",,,,,,,0,0,0,0
"25","015","820204","1",1500000US250158202041,"250158202041","1",BG,"30095019","94010",,,,,,,0,0,0,0
"25","027","730500","1",1500000US250277305001,"250277305001","1",BG,"447372","496836",,,,,,,0,0,0,0
"25","027","729100","2",1500000US250277291002,"250277291002","2",BG,"9878900","32092",,,,,,,0,0,0,0
"25","027","732700","3",1500000US250277327003,"250277327003","3",BG,"248322","0",,,,,,,0,0,0,0
"25","027","739200","2",1500000US250277392002,"250277392002","2",BG,"1614191","74764",,,,,,,0,0,0,0
"25","027","708100","3",1500000US250277081003,"250277081003","3",BG,"27962819","482813",,,,,,,0,0,0,0
"25","027","761400","4",1500000US250277614004,"250277614004","4",BG,"9608532","0",,,,,,,0,0,0,0
"25","027","709701","4",1500000US250277097014,"250277097014","4",BG,"1497466","103334",,,,,,,0,0,0,0
"25","005","631500","2",1500000US250056315002,"250056315002","2",BG,"1383183","32207",,,,,,,0,0,0,0
"25","005","640200","1",1500000US250056402001,"250056402001","1",BG,"182946","0",,,,,,,0,0,0,0
"25","005","652000","3",1500000US250056520003,"250056520003","3",BG,"128960","0",,,,,,,0,0,0,0
"25","005","644101","1",1500000US250056441011,"250056441011","1",BG,"1085080","0",,,,,,,0,0,0,0
"25","005","612100","1",1500000US250056121001,"250056121001","1",BG,"3789604","10151",,,,,,,0,0,0,0
"25","027","732301","2",1500000US250277323012,"250277323012","2",BG,"646819","0",,,,,,,0,0,0,0
"25","027","753100","3",1500000US250277531003,"250277531003","3",BG,"12047581","289542",,,,,,,0,0,0,0
"25","027","707300","2",1500000US250277073002,"250277073002","2",BG,"2645283","143804",,,,,,,0,0,0,0
"25","027","703100","2",1500000US250277031002,"250277031002","2",BG,"796243","1082",,,,,,,0,0,0,0
"25","027","737300","4",1500000US250277373004,"250277373004","4",BG,"4838225","82672",,,,,,,0,0,0,0
"25","027","712101","4",1500000US250277121014,"250277121014","4",BG,"14943773","1322",,,,,,,0,0,0,0
"25","027","753100","2",1500000US250277531002,"250277531002","2",BG,"13294693","110141",,,,,,,0,0,0,0
"25","027","710200","1",1500000US250277102001,"250277102001","1",BG,"595871","0",,,,,,,0,0,0,0
"25","027","753100","5",1500000US250277531005,"250277531005","5",BG,"20762700","1061141",,,,,,,0,0,0,0
"25","027","735200","3",1500000US250277352003,"250277352003","3",BG,"7311788","5478",,,,,,,0,0,0,0
"25","005","641600","1",1500000US250056416001,"250056416001","1",BG,"537735","539832",,,,,,,0,0,0,0
"25","005","655300","3",1500000US250056553003,"250056553003","3",BG,"368092","0",,,,,,,0,0,0,0
"25","005","613700","1",1500000US250056137001,"250056137001","1",BG,"2648163","33731",,,,,,,0,0,0,0
"25","005","654100","3",1500000US250056541003,"250056541003","3",BG,"11467731","71648",,,,,,,0,0,0,0
"25","005","632100","1",1500000US250056321001,"250056321001","1",BG,"8312319","46905",,,,,,,0,0,0,0
"25","005","640300","1",1500000US250056403001,"250056403001","1",BG,"488952","0",,,,,,,0,0,0,0
"25","005","630400","2",1500000US250056304002,"250056304002","2",BG,"2402508","27623",,,,,,,0,0,0,0
"25","027","736200","1",1500000US250277362001,"250277362001","1",BG,"3756241","275875",,,,,,,0,0,0,0
"25","027","728300","3",1500000US250277283003,"250277283003","3",BG,"1735167","0",,,,,,,0,0,0,0
"25","027","732902","1",1500000US250277329021,"250277329021","1",BG,"911370","25314",,,,,,,0,0,0,0
"25","027","755200","3",1500000US250277552003,"250277552003","3",BG,"4521672","175054",,,,,,,0,0,0,0
"25","027","718100","2",1500000US250277181002,"250277181002","2",BG,"4088866","158863",,,,,,,0,0,0,0
"25","027","730600","5",1500000US250277306005,"250277306005","5",BG,"685864","17652",,,,,,,0,0,0,0
"25","027","710200","5",1500000US250277102005,"250277102005","5",BG,"3323111","0",,,,,,,0,0,0,0
"25","027","721102","2",1500000US250277211022,"250277211022","2",BG,"7642017","625011",,,,,,,0,0,0,0
"25","005","631400","1",1500000US250056314001,"250056314001","1",BG,"407727","0",,,,,,,0,0,0,0
"25","005","617101","4",1500000US250056171014,"250056171014","4",BG,"8094418","199216",,,,,,,0,0,0,0
"25","005","653101","3",1500000US250056531013,"250056531013","3",BG,"10749101","776899",,,,,,,0,0,0,0
"25","005","613902","3",1500000US250056139023,"250056139023","3",BG,"2745316","95645",,,,,,,0,0,0,0
"25","005","645102","1",1500000US250056451021,"250056451021","1",BG,"23103338","165125",,,,,,,0,0,0,0
"25","005","641500","1",1500000US250056415001,"250056415001","1",BG,"175635","0",,,,,,,0,0,0,0
"25","027","731002","3",1500000US250277310023,"250277310023","3",BG,"1135385","2225",,,,,,,0,0,0,0
"25","027","710200","3",1500000US250277102003,"250277102003","3",BG,"2938412","19932",,,,,,,0,0,0,0
"25","027","724100","3",1500000US250277241003,"250277241003","3",BG,"14920189","212028",,,,,,,0,0,0,0
"25","027","726100","2",1500000US250277261002,"250277261002","2",BG,"16892033","253702",,,,,,,0,0,0,0
"25","027","756102","3",1500000US250277561023,"250277561023","3",BG,"22931529","854709",,,,,,,0,0,0,0
"25","027","761100","2",1500000US250277611002,"250277611002","2",BG,"10568410","37910",,,,,,,0,0,0,0
"25","027","725100","3",1500000US250277251003,"250277251003","3",BG,"1282593","0",,,,,,,0,0,0,0
"25","027","744101","3",1500000US250277441013,"250277441013","3",BG,"882279","0",,,,,,,0,0,0,0
"25","025","080601","3",1500000US250250806013,"250250806013","3",BG,"115884","0",1500000US250250806013,0.213302752293578,0.626146788990826,"436","93","273",5,5,0,1634
"25","001","015300","2",1500000US250010153002,"250010153002","2",BG,"1119179","193475",,,,,,,0,0,0,0
"25","017","356400","5",1500000US250173564005,"250173564005","5",BG,"351654","0",,,,,,,0,0,0,0
"25","013","813702","5",1500000US250138137025,"250138137025","5",BG,"300921","0",,,,,,,0,0,0,0
"25","027","733102","1",1500000US250277331021,"250277331021","1",BG,"572250","131084",,,,,,,0,0,0,0
"25","001","013002","2",1500000US250010130022,"250010130022","2",BG,"2879383","636179",,,,,,,0,0,0,0
"25","025","081200","1",1500000US250250812001,"250250812001","1",BG,"152919","0",1500000US250250812001,0.190433616450603,0.464014304872597,"2237","426","1038",0,0,0,396
"25","017","366201","2",1500000US250173662012,"250173662012","2",BG,"2542131","12650",,,,,,,0,0,0,0
"25","017","367100","2",1500000US250173671002,"250173671002","2",BG,"2972446","5184",,,,,,,0,0,0,0
"25","027","716300","3",1500000US250277163003,"250277163003","3",BG,"423421","0",,,,,,,0,0,0,0
"25","005","641700","1",1500000US250056417001,"250056417001","1",BG,"1334799","82249",,,,,,,0,0,0,0
"25","021","419200","3",1500000US250214192003,"250214192003","3",BG,"438189","24771",,,,,,,0,0,0,0
"25","027","755200","4",1500000US250277552004,"250277552004","4",BG,"21533921","800499",,,,,,,0,0,0,0
"25","017","322100","4",1500000US250173221004,"250173221004","4",BG,"1433546","161054",,,,,,,0,0,0,0
"25","009","221300","4",1500000US250092213004,"250092213004","4",BG,"3957834","476903",,,,,,,0,0,0,0
"25","025","092000","2",1500000US250250920002,"250250920002","2",BG,"180677","0",1500000US250250920002,0.148744365743722,0.618802318094012,"1553","231","961",0,0,0,163
"25","027","729200","2",1500000US250277292002,"250277292002","2",BG,"1724363","0",,,,,,,0,0,0,0
"25","009","223300","3",1500000US250092233003,"250092233003","3",BG,"5989907","261041",,,,,,,0,0,0,0
"25","003","913100","6",1500000US250039131006,"250039131006","6",BG,"7335567","166128",,,,,,,0,0,0,0
"25","027","732802","1",1500000US250277328021,"250277328021","1",BG,"3827298","21233",,,,,,,0,0,0,0
"25","017","351403","4",1500000US250173514034,"250173514034","4",BG,"91123","0",,,,,,,0,0,0,0
"25","027","709400","1",1500000US250277094001,"250277094001","1",BG,"2147241","0",,,,,,,0,0,0,0
"25","009","221902","1",1500000US250092219021,"250092219021","1",BG,"2421837","925292",,,,,,,0,0,0,0
"25","025","010701","1",1500000US250250107011,"250250107011","1",BG,"74123","0",1500000US250250107011,0.85,0.00614035087719298,"1140","969","7",1,0,1,81
